UserID,CourseID,CourseCategory,CourseType,CourseLevel,CourseRating,PeerPopularity,RecommendationScore
U0150,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.575
U0150,C059,Cloud Computing,Certification,Beginner,4.6,43.0,0.5414
U0151,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0151,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0151,C021,Business Analytics,Paid,Intermediate,4.7,15.0,0.5789
U0151,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0151,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0152,C026,Business Analytics,Paid,Intermediate,4.7,41.0,0.7477
U0152,C074,Business Analytics,Paid,Beginner,4.2,41.0,0.6477
U0152,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6269
U0152,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.6246
U0152,C070,AI & Machine Learning,Paid,Beginner,4.5,46.0,0.6038
U0153,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.8864
U0153,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.7793
U0153,C026,Business Analytics,Paid,Intermediate,4.7,41.0,0.7257
U0153,C074,Business Analytics,Paid,Beginner,4.2,41.0,0.6257
U0153,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0154,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0154,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0154,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0154,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0154,C080,Finance & Accounting,Certification,Beginner,3.8,29.0,0.6318
U0155,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0155,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6964
U0155,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0155,C071,Data Science,Paid,Advanced,4.1,45.0,0.6771
U0155,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0156,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0156,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0156,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0156,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0156,C013,Finance & Accounting,Paid,Intermediate,4.5,23.0,0.5611
U0157,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0157,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0157,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0157,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0157,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0158,C079,Digital Marketing,Paid,Beginner,3.6,53.0,0.72
U0158,C077,Digital Marketing,Paid,Beginner,4.6,41.0,0.7057
U0158,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0158,C047,Digital Marketing,Free,Advanced,4.1,40.0,0.5879
U0158,C059,Cloud Computing,Certification,Beginner,4.6,43.0,0.5414
U0159,C079,Digital Marketing,Paid,Beginner,3.6,53.0,0.72
U0159,C077,Digital Marketing,Paid,Beginner,4.6,41.0,0.7057
U0159,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0159,C038,Digital Marketing,Certification,Beginner,4.5,38.0,0.6321
U0159,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0160,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0160,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6964
U0160,C071,Data Science,Paid,Advanced,4.1,45.0,0.6771
U0160,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0160,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0161,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0161,C024,Design (UI/UX),Certification,Advanced,3.7,36.0,0.7015
U0161,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0161,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0161,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0162,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.8231
U0162,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0162,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0162,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0162,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0163,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0163,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0163,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0163,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0163,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0164,C059,Cloud Computing,Certification,Beginner,4.6,43.0,0.7414
U0164,C020,Cloud Computing,Paid,Intermediate,4.8,38.0,0.6921
U0164,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0164,C052,Cloud Computing,Free,Intermediate,3.7,48.0,0.6507
U0164,C056,Cloud Computing,Free,Advanced,4.3,39.0,0.61
U0165,C024,Design (UI/UX),Certification,Advanced,3.7,36.0,0.7015
U0165,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0165,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0165,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0165,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.6231
U0166,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0166,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0166,C024,Design (UI/UX),Certification,Advanced,3.7,36.0,0.7015
U0166,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0166,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0167,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0167,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0167,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0167,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0167,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0168,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.8503
U0168,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0168,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0168,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0168,C080,Finance & Accounting,Certification,Beginner,3.8,29.0,0.6318
U0169,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0169,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0169,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0169,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0169,C076,Design (UI/UX),Certification,Intermediate,3.9,28.0,0.639
U0170,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0170,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0170,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0170,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0170,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0171,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.6467
U0171,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.64
U0171,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.64
U0171,C013,Finance & Accounting,Paid,Intermediate,4.5,23.0,0.6333
U0171,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.6267
U0172,C079,Digital Marketing,Paid,Beginner,3.6,53.0,0.72
U0172,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6775
U0172,C077,Digital Marketing,Paid,Beginner,4.6,41.0,0.67
U0172,C050,Digital Marketing,Paid,Intermediate,4.6,40.0,0.6492
U0172,C038,Digital Marketing,Certification,Beginner,4.5,38.0,0.5875
U0173,C062,Data Science,Paid,Advanced,4.2,46.0,0.715
U0173,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0173,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6964
U0173,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0173,C071,Data Science,Paid,Advanced,4.1,45.0,0.6771
U0174,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0174,C067,Design (UI/UX),Free,Advanced,4.7,16.0,0.6067
U0174,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0174,C044,Design (UI/UX),Free,Advanced,4.3,18.0,0.5822
U0174,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0175,C077,Digital Marketing,Paid,Beginner,4.6,41.0,0.7396
U0175,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.7234
U0175,C079,Digital Marketing,Paid,Beginner,3.6,53.0,0.7231
U0175,C050,Digital Marketing,Paid,Intermediate,4.6,40.0,0.7217
U0175,C038,Digital Marketing,Certification,Beginner,4.5,38.0,0.6629
U0176,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.8503
U0176,C063,Finance & Accounting,Certification,Beginner,4.2,35.0,0.7887
U0176,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0176,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0176,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0177,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.9714
U0177,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.7114
U0177,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6971
U0177,C068,Cloud Computing,Certification,Intermediate,4.5,33.0,0.6714
U0177,C063,Finance & Accounting,Certification,Beginner,4.2,35.0,0.64
U0178,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0178,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0178,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0178,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0178,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0179,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.7208
U0179,C067,Design (UI/UX),Free,Advanced,4.7,39.0,0.7092
U0179,C044,Design (UI/UX),Free,Advanced,4.3,41.0,0.6677
U0179,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6269
U0179,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.6054
U0180,C062,Data Science,Paid,Advanced,4.2,46.0,0.6942
U0180,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6775
U0180,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6458
U0180,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5733
U0180,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.5708
U0181,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0181,C005,Finance & Accounting,Certification,Beginner,4.7,38.0,0.6721
U0181,C063,Finance & Accounting,Certification,Beginner,4.2,43.0,0.6614
U0181,C039,Finance & Accounting,Free,Intermediate,4.4,39.0,0.63
U0181,C001,Finance & Accounting,Free,Beginner,3.8,45.0,0.6171
U0182,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0182,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0182,C075,Business Analytics,Certification,Intermediate,4.7,15.0,0.5789
U0182,C021,Business Analytics,Paid,Intermediate,4.7,15.0,0.5789
U0182,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0183,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0183,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0183,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0183,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0183,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0184,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.9231
U0184,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0184,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0184,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0184,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0185,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0185,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0185,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0185,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0185,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0186,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0186,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0186,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0186,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0186,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0187,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.8503
U0187,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0187,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0187,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0187,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0188,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0188,C052,Cloud Computing,Free,Intermediate,3.7,48.0,0.6507
U0188,C009,Cloud Computing,Free,Advanced,4.5,39.0,0.65
U0188,C056,Cloud Computing,Free,Advanced,4.3,39.0,0.61
U0188,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0189,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0189,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0189,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0189,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0189,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.6231
U0190,C077,Digital Marketing,Paid,Beginner,4.6,41.0,0.7277
U0190,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.7208
U0190,C038,Digital Marketing,Certification,Beginner,4.5,38.0,0.65
U0190,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.6246
U0190,C047,Digital Marketing,Free,Advanced,4.1,40.0,0.6085
U0191,C006,Web Development,Paid,Beginner,4.1,47.0,0.7129
U0191,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0191,C078,Web Development,Free,Beginner,4.2,43.0,0.6614
U0191,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0191,C037,Web Development,Paid,Beginner,3.9,43.0,0.6014
U0192,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0192,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0192,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0192,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0192,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0193,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0193,C017,Data Science,Paid,Intermediate,5.0,14.0,0.6111
U0193,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0193,C013,Finance & Accounting,Paid,Intermediate,4.5,23.0,0.5611
U0193,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.5567
U0194,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0194,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0194,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0194,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0194,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0195,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.7733
U0195,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0195,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0195,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0195,C018,Mobile Development,Paid,Advanced,3.9,26.0,0.5244
U0196,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0196,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0196,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0196,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0196,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0197,C059,Cloud Computing,Certification,Beginner,4.6,43.0,0.7414
U0197,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0197,C033,Cloud Computing,Paid,Beginner,3.5,51.0,0.6643
U0197,C056,Cloud Computing,Free,Advanced,4.3,39.0,0.61
U0197,C075,Business Analytics,Certification,Intermediate,4.7,44.0,0.5793
U0198,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0198,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0198,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0198,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0198,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0199,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0199,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0199,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0199,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0199,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0200,C068,Cloud Computing,Certification,Intermediate,4.5,19.0,0.65
U0200,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0200,C056,Cloud Computing,Free,Advanced,4.3,19.0,0.61
U0200,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0200,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0201,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0201,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0201,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0201,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0201,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0202,C049,Finance & Accounting,Paid,Advanced,3.9,48.0,0.7223
U0202,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.7208
U0202,C005,Finance & Accounting,Certification,Beginner,4.7,38.0,0.69
U0202,C063,Finance & Accounting,Certification,Beginner,4.2,43.0,0.6862
U0202,C003,Finance & Accounting,Free,Beginner,4.1,44.0,0.6854
U0203,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0203,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0203,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0203,C018,Mobile Development,Paid,Advanced,3.9,26.0,0.5244
U0203,C001,Finance & Accounting,Free,Beginner,3.8,19.0,0.51
U0204,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0204,C071,Data Science,Paid,Advanced,4.1,45.0,0.6771
U0204,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0204,C036,Data Science,Paid,Beginner,3.8,44.0,0.5993
U0204,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0205,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0205,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0205,C044,Design (UI/UX),Free,Advanced,4.3,18.0,0.5822
U0205,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0205,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0206,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0206,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0206,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0206,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0206,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.6231
U0207,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0207,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0207,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0207,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0207,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0208,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.7689
U0208,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.7567
U0208,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0208,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0208,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0209,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.8559
U0209,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0209,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0209,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0209,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0210,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0210,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0210,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0210,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0210,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0211,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0211,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0211,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0211,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0211,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0212,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.82
U0212,C018,Mobile Development,Paid,Advanced,3.9,26.0,0.7506
U0212,C065,Mobile Development,Free,Beginner,3.8,26.0,0.7306
U0212,C023,Mobile Development,Paid,Beginner,4.2,22.0,0.6929
U0212,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5929
U0213,C062,Data Science,Paid,Advanced,4.2,46.0,0.715
U0213,C066,Data Science,Paid,Advanced,4.8,39.0,0.71
U0213,C017,Data Science,Paid,Intermediate,5.0,36.0,0.6964
U0213,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0213,C071,Data Science,Paid,Advanced,4.1,45.0,0.6771
U0214,C049,Finance & Accounting,Paid,Advanced,3.9,48.0,0.6907
U0214,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0214,C063,Finance & Accounting,Certification,Beginner,4.2,43.0,0.6614
U0214,C003,Finance & Accounting,Free,Beginner,4.1,44.0,0.6593
U0214,C030,Finance & Accounting,Paid,Beginner,4.4,40.0,0.6479
U0215,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0215,C004,AI & Machine Learning,Paid,Beginner,4.3,19.0,0.61
U0215,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0215,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0215,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0216,C026,Business Analytics,Paid,Intermediate,4.7,41.0,0.7257
U0216,C025,Business Analytics,Paid,Advanced,4.2,42.0,0.6436
U0216,C074,Business Analytics,Paid,Beginner,4.2,41.0,0.6257
U0216,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0216,C057,Business Analytics,Paid,Beginner,4.4,37.0,0.5943
U0217,C063,Finance & Accounting,Certification,Beginner,4.2,25.0,0.7567
U0217,C049,Finance & Accounting,Paid,Advanced,3.9,23.0,0.6411
U0217,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0217,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0217,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0218,C067,Design (UI/UX),Free,Advanced,4.7,39.0,0.69
U0218,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
U0218,C044,Design (UI/UX),Free,Advanced,4.3,41.0,0.6457
U0218,C042,Digital Marketing,Certification,Advanced,5.0,42.0,0.6036
U0218,C035,Cybersecurity,Certification,Intermediate,4.7,45.0,0.5971
U0219,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0219,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0219,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0219,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0219,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0220,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0220,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5906
U0220,C017,Data Science,Paid,Intermediate,5.0,14.0,0.5882
U0220,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5635
U0220,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5624
U0221,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0221,C017,Data Science,Paid,Intermediate,5.0,14.0,0.6111
U0221,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0221,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0221,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0222,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0222,C059,Cloud Computing,Certification,Beginner,4.6,17.0,0.6144
U0222,C056,Cloud Computing,Free,Advanced,4.3,19.0,0.61
U0222,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0222,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0223,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0223,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0223,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0223,C035,Cybersecurity,Certification,Intermediate,4.7,33.0,0.6631
U0223,C005,Finance & Accounting,Certification,Beginner,4.7,32.0,0.6503
U0224,C072,Mobile Development,Certification,Beginner,4.2,28.0,0.64
U0224,C051,Mobile Development,Paid,Intermediate,4.1,27.0,0.5922
U0224,C005,Finance & Accounting,Certification,Beginner,4.7,22.0,0.5733
U0224,C030,Finance & Accounting,Paid,Beginner,4.4,24.0,0.5689
U0224,C020,Cloud Computing,Paid,Intermediate,4.8,21.0,0.5656
U0225,C075,Business Analytics,Certification,Intermediate,4.7,39.0,0.74
U0225,C042,Digital Marketing,Certification,Advanced,5.0,33.0,0.7231
U0225,C029,Data Science,Certification,Intermediate,4.4,39.0,0.68
U0225,C059,Cloud Computing,Certification,Beginner,4.6,34.0,0.6559
U0225,C038,Digital Marketing,Certification,Beginner,4.5,33.0,0.6231
U0226,C020,Cloud Computing,Paid,Intermediate,4.8,38.0,0.6921
U0226,C021,Business Analytics,Paid,Intermediate,4.7,50.0,0.6864
